ensembl_id,gene_name,baseMean,TP317_vs_CONTR_log2FC,TP317_vs_CONTR_pvalue,TP317_vs_CONTR_padj
ENSMUSG00000000876,Pxmp4,910.3792875589968,0.0835393827895168,0.8530484803297129,0.9703332183414463
ENSMUSG00000000881,Dlg3,2978.8119604540193,-1.0989782904893373,0.04410775107879874,0.3225435260577524
ENSMUSG00000000884,Gnb1l,316.86767248079303,0.13727513237732328,0.8170414005325437,0.9598654877152095
ENSMUSG00000000901,Mmp11,1459.065287694811,-0.4583578180150599,0.5044707764548593,0.861622724734596
ENSMUSG00000000902,Smarcb1,5367.190666085844,0.2845324542924003,0.5313341154298141,0.8746786174030146
ENSMUSG00000000903,Vpreb3,2.152905190217795,0.25793825232439827,0.9430895408554338,
ENSMUSG00000000915,Hip1r,2316.891553782915,0.9939397052288059,0.21437698019175466,0.6384048157313
ENSMUSG00000000916,Nsun5,1078.7214103575095,-0.1705384708943876,0.7734831934173952,0.950439273720634
ENSMUSG00000000934,Top1mt,1013.2946132992636,-0.4809385231934267,0.42512888073184363,0.816572066850937
ENSMUSG00000000938,Hoxa10,16.50075479826459,7.988503420546527,0.012937200185504776,0.16859411137776897
ENSMUSG00000000942,Hoxa4,12.033686010410355,3.9967743819551487,0.047913369572444436,0.33604661190393176
ENSMUSG00000000948,Gm38393,1.309506385574733,-3.3700296531512977,0.4849469915616975,
ENSMUSG00000000957,Mmp14,25755.601706092955,-0.06983258286514095,0.9079163583725797,0.9831101837390589
ENSMUSG00000000958,Slc7a7,808.9612311540383,0.5035272039595046,0.5642070600634685,0.8899924118762595
ENSMUSG00000000959,Oxa1l,3681.0242007302268,0.37417462529151035,0.35959032946676794,0.7728734452610496
ENSMUSG00000000976,Heatr6,1633.6596657157238,0.03219850326422275,0.9514105582177561,0.989888758386185
ENSMUSG00000000982,Ccl3,797.034941753495,1.0627279971695764,0.3241598829370469,0.7466257829570436
ENSMUSG00000000983,Wfdc18,1.4348482433273557,4.463608455285977,0.3353316782037079,
ENSMUSG00000001014,Icam4,23.352137408221587,1.518813246392289,0.3774415625345886,0.7867260713818396
ENSMUSG00000001016,Ilf2,5429.439746813691,-0.6253626202023738,0.1284857713501874,0.5210500938129133
ENSMUSG00000001017,Chtop,9842.188281523824,-0.3687794079346532,0.36456959649389153,0.7763375505381273
ENSMUSG00000001018,Snapin,3250.2235342166996,0.21231029601684126,0.607030919423764,0.9043669883724241
ENSMUSG00000001020,S100a4,34766.28585668971,-1.6894398162184179,0.03039698079111682,0.26781929860205544
ENSMUSG00000001021,S100a3,76.66875240024538,-0.9917105827643119,0.32566680297079387,0.7480659084691963
ENSMUSG00000001023,S100a5,58.16850134117169,-4.592509973319483,0.0011290061655464627,0.038955038405473826
ENSMUSG00000001025,S100a6,98980.87565294243,-1.1622313129650812,0.12481387118717144,0.5145393989361741
ENSMUSG00000001027,Scn4a,423.5446043975221,7.957423567634085,9.436228411516243e-09,3.6160831897833842e-06
ENSMUSG00000001029,Icam2,232.420956822668,0.5555657306578479,0.382954589769286,0.7908043013454035
ENSMUSG00000001034,Mapk7,2005.301693393656,0.4004721607725821,0.35975048411805954,0.7728734452610496
ENSMUSG00000001036,Epn2,4407.413141548184,-0.22051623438627113,0.6214983766279387,0.909030961624639
ENSMUSG00000001039,B9d1,659.3801279074909,1.0555128676330645,0.03908734012009912,0.30149982137177955
